class,lh_x1,lh_y1,lh_z1,lh_x2,lh_y2,lh_z2,lh_x3,lh_y3,lh_z3,lh_x4,lh_y4,lh_z4,lh_x5,lh_y5,lh_z5,lh_x6,lh_y6,lh_z6,lh_x7,lh_y7,lh_z7,lh_x8,lh_y8,lh_z8,lh_x9,lh_y9,lh_z9,lh_x10,lh_y10,lh_z10,lh_x11,lh_y11,lh_z11,lh_x12,lh_y12,lh_z12,lh_x13,lh_y13,lh_z13,lh_x14,lh_y14,lh_z14,lh_x15,lh_y15,lh_z15,lh_x16,lh_y16,lh_z16,lh_x17,lh_y17,lh_z17,lh_x18,lh_y18,lh_z18,lh_x19,lh_y19,lh_z19,lh_x20,lh_y20,lh_z20,lh_x21,lh_y21,lh_z21,rh_x1,rh_y1,rh_z1,rh_x2,rh_y2,rh_z2,rh_x3,rh_y3,rh_z3,rh_x4,rh_y4,rh_z4,rh_x5,rh_y5,rh_z5,rh_x6,rh_y6,rh_z6,rh_x7,rh_y7,rh_z7,rh_x8,rh_y8,rh_z8,rh_x9,rh_y9,rh_z9,rh_x10,rh_y10,rh_z10,rh_x11,rh_y11,rh_z11,rh_x12,rh_y12,rh_z12,rh_x13,rh_y13,rh_z13,rh_x14,rh_y14,rh_z14,rh_x15,rh_y15,rh_z15,rh_x16,rh_y16,rh_z16,rh_x17,rh_y17,rh_z17,rh_x18,rh_y18,rh_z18,rh_x19,rh_y19,rh_z19,rh_x20,rh_y20,rh_z20,rh_x21,rh_y21,rh_z21
assist,0.558327913,0.708815694,0,0.542739511,0.645944178,0.002922451,0.517354071,0.596200645,-0.000480154,0.499340951,0.554214299,-0.004987547,0.496877462,0.515584469,-0.006921765,0.465223014,0.624528408,-0.000889467,0.44112584,0.635379016,-0.001818998,0.45796755,0.646932721,0.001604267,0.476851046,0.646890938,0.004235318,0.460308641,0.663361192,-0.007017156,0.438281596,0.673288226,-0.00294706,0.453195512,0.678961754,0.004104856,0.470213711,0.677410007,0.007168545,0.463876247,0.70098865,-0.013161184,0.445432723,0.709224164,-0.009661503,0.45996505,0.711715996,-0.003339695,0.475696445,0.709733248,-0.000676524,0.471356153,0.735167205,-0.019809725,0.458725274,0.741550446,-0.018511033,0.471781939,0.740949392,-0.014640554,0.484695256,0.737935424,-0.011691424,0.305395812,0.850227475,0,0.295023471,0.819922268,-0.030876545,0.30408451,0.789810479,-0.045495775,0.313490927,0.782535255,-0.054240339,0.319891483,0.792969942,-0.06204683,0.387983829,0.798095226,-0.031431712,0.436502337,0.79386276,-0.040858794,0.47085309,0.795074642,-0.048356984,0.499946117,0.798436463,-0.052813184,0.398760706,0.804516852,-0.019517671,0.446558595,0.795448899,-0.026951542,0.481884599,0.795565844,-0.033001896,0.510990262,0.800122619,-0.037426826,0.404461175,0.807615817,-0.00952601,0.446776628,0.799231291,-0.016691986,0.479580849,0.796871603,-0.025452988,0.506276965,0.797415614,-0.031389486,0.405102074,0.809345245,-0.002206006,0.441308171,0.798303783,-0.007720337,0.470264912,0.794631124,-0.013829975,0.492642581,0.792560875,-0.018141577
assist,0.553352773,0.745103538,0,0.530009925,0.682057083,0.006804299,0.500802398,0.632283509,0.005109025,0.47773245,0.591619551,0.001631335,0.47041294,0.555767,0.000926309,0.467575133,0.662110507,0.000663044,0.427317351,0.672775149,0.000823918,0.438352972,0.682879031,0.006213265,0.455319315,0.683329701,0.010538177,0.464817345,0.698821425,-0.006303605,0.431370914,0.705474019,-0.001008351,0.44421047,0.712691784,0.007663432,0.460766256,0.712918341,0.012451832,0.466562629,0.733953059,-0.012796562,0.437376022,0.735584915,-0.007710036,0.449368328,0.741285264,0.001107738,0.465353966,0.741288722,0.005407226,0.470466256,0.764686346,-0.019288884,0.445301145,0.761316061,-0.016126134,0.454249442,0.764088035,-0.009591099,0.467264801,0.765466869,-0.004854081,0.308592379,0.842952192,0,0.296916068,0.812101841,-0.042104471,0.304029495,0.789438844,-0.060221903,0.312192649,0.775610864,-0.069195695,0.318216324,0.760640919,-0.076755866,0.393196404,0.806388676,-0.044270616,0.44237709,0.808076024,-0.054852754,0.472630739,0.815386832,-0.062396772,0.497917175,0.822272301,-0.066532478,0.40605998,0.815688789,-0.024082093,0.453429818,0.815453231,-0.032044392,0.484439671,0.823243618,-0.03901602,0.512165487,0.833863974,-0.044451091,0.410710573,0.818911433,-0.005909172,0.451671541,0.817022741,-0.013344895,0.479831934,0.821860373,-0.024563951,0.504155397,0.830035508,-0.032501992,0.408376187,0.81793952,0.009221405,0.441059619,0.814793885,0.002382314,0.468141675,0.817796707,-0.006709523,0.488256007,0.821736395,-0.01297227
assist,0.556087732,0.737956107,0,0.536312521,0.677448869,0.001755602,0.507475138,0.627784252,-0.003520908,0.487401485,0.588797867,-0.009634044,0.482276767,0.555410266,-0.013088358,0.469283551,0.666464269,-0.011038194,0.434294194,0.670471907,-0.01620803,0.450669318,0.673407376,-0.013460713,0.469722509,0.673112631,-0.010674549,0.466654122,0.707879245,-0.017726302,0.434780508,0.709972501,-0.018512469,0.450247884,0.709713697,-0.01133752,0.4683806,0.709775925,-0.007215766,0.469867289,0.746481657,-0.024091687,0.442627817,0.745344758,-0.024349021,0.456367195,0.744470954,-0.016290413,0.47263211,0.743880928,-0.011917354,0.476404816,0.779509902,-0.030713776,0.455241859,0.775995612,-0.031645481,0.468723655,0.772916257,-0.026183592,0.483408749,0.772714436,-0.021831673,0.315808713,0.856296062,0,0.292559326,0.827884316,-0.055758692,0.293459922,0.802863359,-0.08408127,0.301718682,0.797548175,-0.100875087,0.315109313,0.803871155,-0.117268264,0.373556376,0.819908082,-0.081279427,0.413378656,0.815749168,-0.104025923,0.443152606,0.815929234,-0.116311535,0.471335471,0.817838073,-0.123077519,0.394411057,0.829064369,-0.058474533,0.442526817,0.819395483,-0.079936586,0.477562308,0.822278023,-0.090613529,0.507758558,0.829150796,-0.097804666,0.406126112,0.830891311,-0.037067842,0.450658143,0.820944905,-0.056885678,0.48377195,0.821804345,-0.070919104,0.512491703,0.82555902,-0.07941813,0.410216242,0.827354372,-0.018954391,0.447753936,0.820240557,-0.034119282,0.47820431,0.82057023,-0.045925152,0.50246954,0.82199645,-0.053847801
assist,0.567107141,0.716272771,0,0.545502901,0.656303227,0.001853853,0.519335032,0.607595861,-0.004265647,0.501309931,0.568021238,-0.011079932,0.496170431,0.534011662,-0.01520306,0.481869102,0.639309645,-0.015994616,0.445367455,0.646495581,-0.021749634,0.461735219,0.651213884,-0.018229065,0.482149392,0.65024209,-0.014691097,0.478702217,0.681798279,-0.023177668,0.44301033,0.684674382,-0.023913523,0.458142728,0.686514616,-0.014896857,0.476982474,0.687091172,-0.009523246,0.481137604,0.721886575,-0.02976574,0.451960295,0.722242713,-0.029222811,0.46567145,0.72240907,-0.019832049,0.481843501,0.722589254,-0.014749558,0.486129075,0.757291257,-0.036671821,0.465229869,0.757157326,-0.036784917,0.478720963,0.755828679,-0.030842211,0.492642134,0.756479502,-0.026342003,0.304147989,0.86516422,0,0.286792725,0.837033093,-0.053602733,0.290854275,0.810183227,-0.080002487,0.29589057,0.7992872,-0.095131911,0.301572472,0.79498899,-0.109466501,0.373002827,0.825068176,-0.06939435,0.419728398,0.811938524,-0.086797126,0.44887805,0.811116517,-0.096894376,0.476158112,0.812841296,-0.102514431,0.389318347,0.834278464,-0.045471415,0.437578738,0.818730116,-0.059775084,0.468870759,0.818471313,-0.067309603,0.497534752,0.821716726,-0.072846234,0.39824006,0.83632493,-0.023316016,0.441136748,0.821708977,-0.035867136,0.471683443,0.819782376,-0.046907362,0.499570578,0.821506619,-0.054294784,0.401026249,0.832478404,-0.004864414,0.436278224,0.821932495,-0.014743111,0.465539545,0.819226563,-0.024361635,0.489733964,0.81789583,-0.031127868
assist,0.575077415,0.706657588,0,0.554451585,0.643305004,0.002930492,0.52752018,0.591726482,-0.0017584,0.507701874,0.5507797,-0.007469371,0.501012206,0.515874863,-0.010559212,0.485017091,0.621173441,-0.010040929,0.450248986,0.622370839,-0.01326226,0.466587782,0.628451943,-0.00907623,0.4868595,0.630026042,-0.005307027,0.4798989,0.663403034,-0.016728342,0.446968257,0.661985457,-0.014704644,0.462521344,0.664270878,-0.005778246,0.481089383,0.666465819,-0.000788992,0.480943888,0.703446209,-0.022974435,0.453415692,0.699618101,-0.020032002,0.467799127,0.699153066,-0.010871289,0.484332472,0.70039475,-0.006377607,0.485102028,0.738815784,-0.029608997,0.464823633,0.734018981,-0.02773761,0.478466123,0.732369363,-0.021504473,0.492388904,0.734046698,-0.017085195,0.29990232,0.863849461,0,0.282147646,0.831827402,-0.053524144,0.289573133,0.800768316,-0.078381404,0.299741358,0.790075183,-0.090857074,0.308214426,0.794070125,-0.102389239,0.369995683,0.817100465,-0.073143475,0.419837803,0.805994213,-0.090630196,0.451104999,0.804974496,-0.09961047,0.479541838,0.805441558,-0.104031116,0.386257559,0.828896999,-0.047499228,0.436479062,0.812254727,-0.061624441,0.469649404,0.811549962,-0.068060651,0.49896872,0.814449787,-0.072608128,0.394031525,0.832553685,-0.023265868,0.438652396,0.817233026,-0.036029376,0.469836473,0.814734161,-0.047427371,0.497299105,0.816927791,-0.054700259,0.395824999,0.829942048,-0.002393418,0.430344969,0.816349208,-0.01239019,0.458507031,0.811696529,-0.022373822,0.481096566,0.809136808,-0.029058918
assist,0.572149873,0.697111428,0,0.554123282,0.632582247,0.002733435,0.528515935,0.578687787,-0.001443735,0.509920299,0.536204815,-0.006595018,0.505226016,0.499205291,-0.009121866,0.485119611,0.607365727,-0.008774869,0.450169355,0.609018147,-0.011571371,0.465104908,0.617506564,-0.007126176,0.484690666,0.620728731,-0.003201989,0.479065835,0.64827168,-0.015101055,0.447708011,0.648395598,-0.012675996,0.462782502,0.652915299,-0.003628963,0.480955988,0.655557454,0.001398577,0.479154021,0.687490284,-0.021068748,0.452502906,0.685648203,-0.018523723,0.466280818,0.687632382,-0.009662669,0.482421428,0.689209282,-0.005086639,0.482339889,0.722419143,-0.027403187,0.462649703,0.717941821,-0.025960639,0.476265907,0.717398286,-0.01987287,0.490706474,0.718442917,-0.015326096,0.300531268,0.858749449,0,0.285662562,0.827384412,-0.05530047,0.29237324,0.801254511,-0.080272913,0.301820695,0.790272415,-0.092228517,0.312359512,0.790871918,-0.103023805,0.377350003,0.819250762,-0.072855942,0.429912478,0.809263647,-0.090653054,0.465406716,0.810471833,-0.101247326,0.496454,0.812754333,-0.106645688,0.392225236,0.829574108,-0.045080408,0.442796171,0.816031575,-0.0586919,0.476726443,0.817378759,-0.065708376,0.507210195,0.820931315,-0.070704661,0.398289621,0.831642628,-0.018885236,0.441873819,0.819292486,-0.030214516,0.47240752,0.81768173,-0.041208629,0.498966545,0.8210814,-0.048479162,0.398416996,0.827308655,0.003622974,0.431862175,0.816036463,-0.005707929,0.459954739,0.81256038,-0.015502077,0.481983066,0.812104881,-0.021910893
assist,0.5712322,0.693549335,0,0.554865479,0.627596855,0.003340391,0.529603541,0.570476711,-0.001511306,0.5105322,0.52613771,-0.00745619,0.504476011,0.48907423,-0.01073626,0.488455296,0.595876336,-0.009765424,0.451476395,0.599191904,-0.013180064,0.465726405,0.610468924,-0.008635197,0.484775513,0.613774061,-0.004551421,0.480126649,0.636641204,-0.016626097,0.446580172,0.637667656,-0.014383546,0.46184817,0.645331502,-0.004611979,0.480771989,0.648076296,0.000919767,0.478121132,0.677314878,-0.02309953,0.452590138,0.67598182,-0.020643299,0.466206104,0.680420637,-0.011867276,0.482487172,0.68195951,-0.007314779,0.479484826,0.713809133,-0.029851502,0.463345885,0.709780157,-0.028367799,0.476974636,0.710096002,-0.022784265,0.490803123,0.710594356,-0.018621495,0.303378373,0.856238782,0,0.289032578,0.826589108,-0.055557996,0.297046393,0.800573349,-0.080247551,0.306762874,0.791870415,-0.091837242,0.318007439,0.798343778,-0.102168083,0.385157496,0.823515177,-0.071744278,0.438771337,0.81628871,-0.088964194,0.473591566,0.818930447,-0.099049799,0.503826618,0.823281467,-0.103768237,0.398778111,0.833833873,-0.042354438,0.449066907,0.821319461,-0.05347354,0.482585013,0.824575543,-0.058248442,0.512465775,0.831432819,-0.061765958,0.402967393,0.835298538,-0.014774472,0.446213245,0.824358761,-0.023905462,0.47698909,0.82302928,-0.033076242,0.503459454,0.828172445,-0.039116398,0.40209353,0.83037734,0.009004685,0.433810741,0.820443749,0.001941483,0.459840775,0.816087425,-0.006469557,0.480348885,0.81522125,-0.012007176
assist,0.564969242,0.694934011,0,0.54817462,0.631603003,0.001392919,0.524043977,0.574420452,-0.004575972,0.507499039,0.528254092,-0.011608027,0.504836917,0.488598078,-0.015742429,0.484660327,0.603907347,-0.010207121,0.445293069,0.607813954,-0.01530956,0.461253464,0.616159797,-0.012198022,0.482423782,0.616380036,-0.009090103,0.478845894,0.644190192,-0.016717711,0.443206877,0.646027088,-0.015861247,0.458168179,0.651622415,-0.007802117,0.476108879,0.652012646,-0.003555096,0.478557706,0.683891833,-0.023155676,0.449592054,0.683604836,-0.022220394,0.463551253,0.687678039,-0.014027678,0.479233056,0.68852216,-0.009874771,0.481163234,0.719419122,-0.029943436,0.460652649,0.716899633,-0.029984416,0.473486632,0.718851209,-0.024549281,0.486730456,0.720971346,-0.020392971,0.308119655,0.854961038,0,0.292238772,0.826486588,-0.055383459,0.299202025,0.798107862,-0.080682486,0.308513105,0.789963424,-0.093604282,0.31728971,0.796222508,-0.105597578,0.382568985,0.817397892,-0.07360848,0.430458188,0.810287893,-0.092834622,0.463213533,0.812139332,-0.103282608,0.492881179,0.815010905,-0.108592898,0.398833036,0.826512098,-0.04806966,0.448544532,0.813377976,-0.064285979,0.481817126,0.81560421,-0.071519554,0.511735559,0.821891308,-0.076273352,0.406360924,0.827759445,-0.024467394,0.450108856,0.817877412,-0.039578058,0.480220348,0.816767454,-0.051450092,0.507878184,0.820850849,-0.058584444,0.407207638,0.824659586,-0.004443573,0.441083312,0.815572381,-0.016021395,0.468649566,0.812300265,-0.026180169,0.49173668,0.811610997,-0.032727242
assist,0.551790714,0.724708259,0,0.533642411,0.658828497,0.007483555,0.510389388,0.606256068,0.005232865,0.493837774,0.563090146,0.00112838,0.489460051,0.529554963,-5.45E-05,0.467224091,0.637704313,0.000103111,0.436096102,0.645069122,-0.001359508,0.448709935,0.655748308,0.002797769,0.466909587,0.658901274,0.006337522,0.462069809,0.672180772,-0.008008151,0.435272455,0.677839041,-0.004558861,0.448435932,0.685970545,0.003875189,0.465007395,0.688752711,0.008353282,0.462638527,0.707096159,-0.01556068,0.440884471,0.712517738,-0.011261697,0.453435004,0.719565868,-0.002964142,0.468767434,0.722078085,0.000834986,0.466455311,0.739191711,-0.023275141,0.450174153,0.744280398,-0.02005952,0.460429817,0.747453392,-0.014449459,0.473099858,0.748859584,-0.010616218,0.305969745,0.85731113,0,0.290891588,0.818062305,-0.049422469,0.299678206,0.788674593,-0.071778007,0.309797287,0.778202534,-0.082235985,0.319645733,0.77614069,-0.091818944,0.37983346,0.803579032,-0.06833192,0.429777086,0.797353625,-0.082726978,0.461654633,0.798042297,-0.090445064,0.490827918,0.800778806,-0.094716787,0.395936161,0.818909168,-0.044451237,0.448157191,0.803180814,-0.057506327,0.484064817,0.801662028,-0.064759791,0.515352309,0.805711389,-0.070294797,0.402747095,0.82483077,-0.021266425,0.447847009,0.807467163,-0.031934384,0.479147494,0.804452837,-0.043454755,0.507259429,0.8063218,-0.051681392,0.402447045,0.822825849,-0.001142119,0.437353492,0.807721972,-0.00982054,0.463745803,0.803543329,-0.019412778,0.485049605,0.801234722,-0.026278714
assist,0.55708009,0.742630243,0,0.537345648,0.683692038,0.003526517,0.511153519,0.636436105,-0.001492567,0.490816623,0.597572565,-0.007271814,0.484014004,0.565696597,-0.010379909,0.478049725,0.676204681,-0.014149103,0.436210752,0.678232074,-0.018948374,0.451776445,0.683756411,-0.015000408,0.473294795,0.685874999,-0.011389719,0.475440502,0.714680135,-0.020962151,0.43442145,0.715182781,-0.021715442,0.449001521,0.717252612,-0.013781364,0.469300777,0.719749093,-0.008937256,0.477074683,0.750416815,-0.026806526,0.443772525,0.748541534,-0.025781773,0.456622511,0.75042057,-0.017231505,0.473727643,0.751226425,-0.013023065,0.481683642,0.779713988,-0.032612842,0.45787245,0.775909364,-0.03240069,0.46919769,0.775529981,-0.026853865,0.483234555,0.777299702,-0.022785416,0.282487363,0.883737564,0,0.283972204,0.844683707,-0.026241306,0.299244255,0.816913962,-0.04070222,0.309170336,0.804822028,-0.050414238,0.314603031,0.810197711,-0.058765437,0.37241438,0.828460991,-0.034101591,0.432741433,0.833634913,-0.046575196,0.470729142,0.842963815,-0.05347272,0.501685381,0.852424562,-0.056189999,0.379552782,0.838420928,-0.023919901,0.436375707,0.83585,-0.034183051,0.473745763,0.839169502,-0.038720701,0.505797863,0.844352007,-0.041567869,0.383970797,0.843932092,-0.015107775,0.435892105,0.840459883,-0.023934068,0.471459478,0.842885792,-0.030786669,0.500118375,0.844526291,-0.034910738,0.384545475,0.84569484,-0.008379108,0.425162911,0.836996973,-0.013795569,0.456210107,0.836306989,-0.018132504,0.47981286,0.835835874,-0.020847911
assist,0.567986488,0.720294774,0,0.55385673,0.656578422,-0.000374497,0.53155756,0.609831989,-0.005823423,0.513030708,0.5752244,-0.011706212,0.505662262,0.544463396,-0.015225994,0.483337402,0.64303571,-0.013231078,0.451497227,0.638163865,-0.017027162,0.469566792,0.643178403,-0.013353215,0.488904804,0.648136675,-0.010089166,0.478381813,0.68254149,-0.018650049,0.446535528,0.678543746,-0.018097518,0.463059157,0.67969811,-0.010425446,0.481384665,0.683546662,-0.005959009,0.48107031,0.720152974,-0.023760211,0.453522891,0.717559814,-0.022928465,0.468204975,0.716666102,-0.015394974,0.484031558,0.71831423,-0.011465674,0.487963289,0.754618406,-0.0293913,0.467152029,0.754585028,-0.030402647,0.480611831,0.751553357,-0.025848029,0.494073063,0.750989437,-0.022082953,0.298941523,0.872521043,0,0.28743279,0.840466201,-0.049436539,0.295613617,0.814841568,-0.072857477,0.305197656,0.809926927,-0.085362144,0.308922708,0.821780145,-0.096799441,0.371238083,0.839952111,-0.068765059,0.416867554,0.840881765,-0.08740484,0.447424114,0.847563446,-0.097175568,0.476051569,0.852842629,-0.10201399,0.388667345,0.849681497,-0.046799202,0.439419776,0.844054699,-0.062979028,0.473230809,0.852074742,-0.07033775,0.505248308,0.862517595,-0.075681828,0.399333328,0.85386765,-0.026313353,0.445216656,0.847576559,-0.040301375,0.47650978,0.854385674,-0.051495064,0.505388498,0.863279819,-0.058815248,0.402608454,0.853192389,-0.009073346,0.438650638,0.848091781,-0.019781269,0.468497723,0.851648569,-0.029418662,0.493507326,0.85673672,-0.035853337
assist,0.575951934,0.704836071,0,0.560077488,0.642570734,0.002258329,0.536652446,0.591885746,-0.003202673,0.521145821,0.550685704,-0.010262068,0.517263949,0.516213059,-0.014799503,0.491484731,0.616917431,-0.008252154,0.460960001,0.616943777,-0.013620823,0.476316303,0.622489393,-0.011611573,0.49448368,0.624602854,-0.009267255,0.485845,0.65724957,-0.016005743,0.45555222,0.653576732,-0.016909549,0.470384061,0.656251192,-0.010004758,0.487597466,0.659228981,-0.005873474,0.486810058,0.696874559,-0.023781581,0.459516704,0.690637767,-0.023950087,0.473833591,0.691829562,-0.015497473,0.489565879,0.694420338,-0.01063149,0.491371095,0.733714819,-0.032078281,0.468915284,0.727257967,-0.032640852,0.482105553,0.725936711,-0.026795624,0.496037513,0.727913499,-0.022196295,0.309691489,0.865553856,0,0.292157292,0.843282044,-0.053870812,0.296700299,0.819571674,-0.081112966,0.303514659,0.811895311,-0.097424634,0.307403922,0.818524063,-0.113281883,0.373856902,0.8407951,-0.075530037,0.41454798,0.838721752,-0.09781383,0.441641897,0.842184544,-0.110282116,0.468436599,0.845529974,-0.11727038,0.392805248,0.846721888,-0.053903978,0.440957785,0.842075944,-0.074253716,0.47232613,0.849816322,-0.084400378,0.50185287,0.859929442,-0.091503628,0.403791964,0.847728491,-0.034159351,0.448082,0.844251096,-0.052692648,0.478067011,0.849720895,-0.066432297,0.506470561,0.857711136,-0.075040691,0.407651842,0.844921649,-0.01781277,0.442648351,0.841860116,-0.031563975,0.47064954,0.845188498,-0.042801745,0.49437958,0.84995985,-0.050512441
assist,0.576879919,0.69855082,0,0.562639475,0.634051144,0.001416426,0.540899634,0.577897429,-0.004663034,0.526139617,0.534410894,-0.011621432,0.524095237,0.497858047,-0.016038816,0.503272474,0.602273285,-0.015443538,0.462403327,0.597738862,-0.021731701,0.476381004,0.607156873,-0.018254319,0.496878594,0.612923861,-0.014396039,0.494549662,0.643420219,-0.022141781,0.455053687,0.63422364,-0.024067655,0.469752073,0.64027828,-0.015534319,0.489215493,0.646398544,-0.009780602,0.491368502,0.683652282,-0.028447978,0.459283918,0.673868299,-0.029112455,0.473515242,0.67722553,-0.019786406,0.490310431,0.681742489,-0.014148286,0.491176605,0.720163286,-0.035120972,0.468207866,0.710751891,-0.035827879,0.48129648,0.711925328,-0.029749298,0.495371163,0.716471612,-0.024783505,0.307594299,0.862014949,0,0.294651985,0.839447975,-0.055733163,0.302944273,0.814830124,-0.082001008,0.309155703,0.804450333,-0.096727461,0.313345134,0.80652374,-0.110256426,0.384787321,0.828855455,-0.069186278,0.43452549,0.82293272,-0.088438384,0.469507575,0.825170696,-0.100472681,0.499009937,0.829311371,-0.107187331,0.398125976,0.832678914,-0.045053359,0.446598947,0.822140157,-0.061787765,0.481370598,0.82554841,-0.070646457,0.511660218,0.833398223,-0.076494917,0.404426962,0.83225292,-0.023380011,0.445963144,0.824034691,-0.038278684,0.4774822,0.824965,-0.050338998,0.50536418,0.829641223,-0.057711355,0.404705793,0.830415547,-0.005707912,0.437970936,0.821151495,-0.016362017,0.464939356,0.818296015,-0.025793647,0.486813903,0.817955315,-0.032087341
assist,0.549420893,0.731104493,0,0.536757469,0.661512375,0.003483612,0.514706731,0.604938745,0.006233617,0.497959882,0.561295271,0.007714858,0.497825146,0.527394831,0.011893771,0.476818591,0.640955746,0.015483818,0.446972787,0.623133421,0.020502251,0.447132915,0.620591879,0.026102314,0.446370542,0.61916852,0.030537406,0.469655424,0.67235285,0.013225802,0.44569391,0.655496359,0.023188908,0.452015221,0.6560269,0.031721998,0.456539392,0.658556759,0.036757492,0.468498379,0.702513576,0.010098447,0.449856818,0.687533915,0.018669788,0.45539856,0.687664807,0.025585409,0.461482257,0.690233231,0.029224399,0.469699949,0.729993641,0.006123526,0.453759909,0.717216611,0.011877995,0.457032144,0.716148376,0.016573342,0.461396337,0.718810201,0.020380486,0.308759779,0.861810803,0,0.29116118,0.827477396,-0.055018775,0.29938814,0.800127387,-0.081792489,0.311870694,0.784048557,-0.095004417,0.327548385,0.768504679,-0.107522868,0.376870096,0.812815726,-0.084912039,0.43307817,0.804941237,-0.104360923,0.469754517,0.806236625,-0.115526937,0.502247155,0.808405697,-0.122091353,0.393018514,0.825200319,-0.058344528,0.44745487,0.808257103,-0.076385275,0.485653996,0.808592021,-0.086073846,0.519561648,0.813104391,-0.093250751,0.401488632,0.830260515,-0.031844515,0.448137283,0.81276989,-0.046429243,0.482316673,0.812722027,-0.060063977,0.512091577,0.816182196,-0.069754981,0.403522432,0.828417957,-0.008329782,0.439155757,0.813249886,-0.019995665,0.468255639,0.808919728,-0.031374991,0.491250277,0.806613624,-0.039614778
assist,0.543447495,0.736521304,0,0.526520252,0.678939104,-0.003828424,0.500402093,0.635638416,-0.00349488,0.479251653,0.599044383,-0.003333664,0.470741391,0.567476571,-0.000929303,0.47891742,0.675525963,0.011962308,0.441033185,0.683162868,0.014397559,0.438269705,0.690322399,0.018636927,0.440291941,0.692968428,0.022953099,0.476131529,0.701904893,0.014935824,0.445161521,0.706617713,0.022967217,0.443004757,0.711113036,0.028443282,0.443947852,0.714612901,0.032148253,0.477236956,0.725652456,0.016127227,0.453515768,0.723098338,0.021769281,0.451355129,0.727006257,0.025038457,0.451412201,0.728433073,0.027129812,0.479724795,0.743467987,0.016406808,0.460604519,0.738652349,0.020554984,0.456917584,0.740642607,0.023535267,0.455446988,0.744967639,0.026551463,0.308203399,0.85266602,0,0.297368109,0.824099481,-0.042265788,0.303433806,0.804391682,-0.06215455,0.311833918,0.793787837,-0.073229067,0.32033208,0.787010014,-0.082980245,0.389858812,0.826233625,-0.049399815,0.436328411,0.831345081,-0.063400097,0.467812061,0.83903861,-0.072278365,0.494556606,0.845245898,-0.076991759,0.405035377,0.833266675,-0.030895306,0.453024864,0.835086226,-0.042835899,0.484895647,0.842814267,-0.050236903,0.513538599,0.852091849,-0.055456255,0.411861151,0.836175561,-0.014330365,0.454262555,0.836790204,-0.025579302,0.483282089,0.841445148,-0.036246203,0.508646011,0.847658634,-0.043057859,0.41090101,0.835822821,-0.000817702,0.4459185,0.836563826,-0.010497613,0.475588024,0.840849876,-0.019371705,0.498317182,0.845042586,-0.024935566
assist,0.552355409,0.718863249,0,0.549618125,0.67118609,-0.00685798,0.530395627,0.626688063,-0.014729209,0.514582276,0.594865918,-0.022386856,0.506401181,0.570154905,-0.028531404,0.491697162,0.651329339,-0.020898722,0.455237031,0.645729303,-0.031474482,0.462719798,0.648209214,-0.032487873,0.479361326,0.65166986,-0.031426396,0.485495478,0.689802706,-0.02441562,0.447400749,0.682903111,-0.034212921,0.459558249,0.684600115,-0.031574357,0.479524106,0.688757539,-0.02783137,0.48628965,0.725745082,-0.028428499,0.454344124,0.721209466,-0.035941865,0.465880752,0.721469522,-0.030431261,0.482145637,0.722720444,-0.025550675,0.491032839,0.758479714,-0.033423916,0.466481149,0.753246665,-0.039788574,0.477247655,0.751450717,-0.037107602,0.490770191,0.751941502,-0.033434466,0.308089465,0.866627336,0,0.290095955,0.836867929,-0.054995012,0.295201898,0.812832892,-0.084076531,0.302583605,0.807334363,-0.102160908,0.310452878,0.812762499,-0.119562715,0.373387814,0.842726231,-0.077396184,0.417708516,0.842607737,-0.099442825,0.44638893,0.846782386,-0.111818448,0.474239469,0.85317421,-0.118934251,0.392018437,0.853706837,-0.055223882,0.442837209,0.850841641,-0.074616328,0.475168556,0.860508084,-0.084056646,0.504973531,0.872918665,-0.090934582,0.402052045,0.856559634,-0.034775164,0.447414696,0.853432536,-0.051664561,0.478658557,0.860560119,-0.063631222,0.506249607,0.869903326,-0.071614765,0.405406982,0.853848279,-0.017976468,0.441814035,0.852482796,-0.030812444,0.470756233,0.856500089,-0.041251428,0.49398607,0.861282587,-0.04868412
